Lname,Fname,Freq,Times,Rank,Regiment
ADAMS,ANTHONY HENRY,21111,Private,0
ADAMS,ARTHUR WILLIAM HAMILTON,45041,Sapper,0
ADAMS,JOHN BAPTISTE,24686,Lance Corporal,0
ADAMSON,JAMES S,29411,Private,0
ADES,BERT H,77492,Private,0
AIKENS,VINCENT THOMAS JOSEPH,59003,Private,0
AITCHISON,DAVID LAUGHLIN,6883,Private,0
ALDERSON,WILLIAM JOSEPH,423,Private,0
ALEXANDER,GEORGE BERTRAM (BIRKETT),18613,Private,0
ALEXANDER,JAMES MORROW,,Sub-Lieutenant,0
ALLEN,WILLIAM BENJAMIN,24452,Lance Corporal,0
ALLINGHAM,JOHN,20741,Private,0
ANDERSON,DONALD LAWRENCE,63049,Sergeant,0
ANDERSON,JOHN,18168,Private,0
ANDERSON,JOHN FREDERICK (JACOB),23088,Lance Corporal,0
ARKWELL,WILLIAM JOSEPH,628,Private,0
ARNELL,JOHN DAVID,446446,Private,0
ARNOLD,WILLIAM BRUBYN,81025,Private,0
ARTHURS,JAMES W,19682,Private,0
ARUNDELL,JOHN D'AUVERQUE HARRIS,25911,Sergeant,0
ASHE,WILLIAM HENRY,22024,Private,0
ATWILL,SYDNEY GORDON GOBER,20437,Private,0
AUGER,LOUIS GEORGE (LEWIS),42781,Bombardier,0
BACON,FRANCIS GEORGE,27795,Lance Corporal,0
BADCOCK,ALFRED SAMUEL,18020,Private,0
BAIN,ERLE MARTIN,6423,Private,0
BAKER,ALFRED PARKES,,Lieutenant,0
BAKER,HUGH GLYNN,16746,Private,0
BALL,FRANK FLETCHER,28566,Private,0
BALSER,WILLIAM AULDEN,23491,Private,0
BAPTIST,DAVID YULE,22018,Private,0
BARKER,THOMAS ESSINGTON,9530,Private,0
BARNES,FRANCIS,18469,Private,0
BARNES,RICHARD,9884,Private,0
BARTHOLOMEW,JOSEPH JOEL BOYCE,6773,Private,0
BASS,LEWIN AVERY,27793,Private,0
BASTEDO,ALFRED CARBERT,,Captain,0
BATCHELOR,GEORGE ARTHUR,1519,Lance Corporal,0
BAXTER,CHARLES ROBERT,72186,Private,0
BAXTER,JOHN TAYLOR,7090,Private,0
BAZINET,EMILE CONRAD,634,Private,0
BEACH,OLIVER MASSEY,79368,Private,0
BEAN,LEWIS MACKENZIE,29305,Private,0
BEARDMORE,STANTON L MELO KNIGHT,329,Private,0
BEATON,JOHN,67451,Private,0
BEATTY,JOHN HENRY (JOSEPH),9762,Private,0
BEAUDIN,JOSEPH ALEXANDRE,62069,Private,0
BECHER,ARCHIBALD VICTOR,,Major,0
BEITH,JOHN EVAN,27165,Corporal,0
BEKEN,HORACE CARL,3,Sergeant,0
BELCHER,EDWARD MACHIN,20930,Private,0
BELFIELD,JOHN WILKINS,27317,Private,0
BELL,GEORGE THOMAS,960,Private,0
BERKELEY,MAURICE KENNETH,41014,Bombardier,0
BESWICK,ARCHIE NEVILLE,25912,Sergeant,0
BETTS,WILLIAM JAMES,168,Private,0
BILLINGS,JAMES G,8074,Private,0
BILLSON,JOHN,27702,Lance Corporal,0
BIRD,ALBERT PERCY,70126,Private,0
BIRD,STEVE CARMAN,67193,Private,0
BIRT,CYRUS BEAUMONT,1058,Private,0
BLACK,GEORGE FREDERICK WILLIAM,12677,Private,0
BLACKLEY,FRANCIS PETTIGREW,421065,Private,0
BLACKLOCK,FREDERICK AUGUSTUS,9770,Private,0
BLATCHFORD,HERBERT JOHN,12966,Private,0
BLAYNEY,DAVID JOHN,22971,Private,0
BLISS,THOMAS WILLIAM,73,Private,0
BOLTON,JOSEPH CROOK,25689,Private,0
BOND,FREDERICK HAMILTON BLIGH,,Second Lieutenant,0
BOSWELL,ERNEST BEVERLEY,7608,Private,0
BOUSQUET,NARCISSE,61050,Private,0
BOWEN,WILLIAM STANLEY,21327,Private,0
BOWERMAN,ALFRED JOHN,6541,Corporal,0
BOWYER,JAMES CECIL,59086,Private,0
BRADFORD,JAMES HONEYMAN,42791,Gunner,0
BRADFORD,NOEL GEORGE,6296,Private,0
BRADY,WILLIAM BEDFORD,6187,Private,0
BRANT,CAMERON DONALD,,Lieutenant,0
BRENNAN,THOMAS JOHN,6774,Lance Corporal,0
