Regiment,Times,freq
1000752,1,1.5210513E-5
1000759,1,1.5210513E-5
1000765,1,1.5210513E-5
1000766,1,1.5210513E-5
1000771,1,1.5210513E-5
1000776,1,1.5210513E-5
1000777,1,1.5210513E-5
1000784,1,1.5210513E-5
1000787,1,1.5210513E-5
1000795,1,1.5210513E-5
1000798,1,1.5210513E-5
100080,1,1.5210513E-5
1000802,1,1.5210513E-5
1000804,1,1.5210513E-5
1000810,1,1.5210513E-5
100082,1,1.5210513E-5
1000826,1,1.5210513E-5
1000827,1,1.5210513E-5
1000829,1,1.5210513E-5
1000830,1,1.5210513E-5
1000833,1,1.5210513E-5
1000837,1,1.5210513E-5
1000842,1,1.5210513E-5
1000851,1,1.5210513E-5
1000858,1,1.5210513E-5
1000866,1,1.5210513E-5
1000868,1,1.5210513E-5
1000872,1,1.5210513E-5
1000881,1,1.5210513E-5
1000883,1,1.5210513E-5
1000891,1,1.5210513E-5
1000895,1,1.5210513E-5
10009,1,1.5210513E-5
10009014,1,1.5210513E-5
1000905,1,1.5210513E-5
1000909,1,1.5210513E-5
1000910,1,1.5210513E-5
1000911,1,1.5210513E-5
1000924,1,1.5210513E-5
10009287,1,1.5210513E-5
1000931,1,1.5210513E-5
1000934,1,1.5210513E-5
1000935,1,1.5210513E-5
1000938,1,1.5210513E-5
100095,1,1.5210513E-5
1000956,1,1.5210513E-5
1000959,1,1.5210513E-5
1000960,1,1.5210513E-5
1000969,1,1.5210513E-5
1000970,1,1.5210513E-5
1000973,1,1.5210513E-5
1000989,1,1.5210513E-5
1000991,1,1.5210513E-5
1000995,1,1.5210513E-5
1001007,1,1.5210513E-5
1001012,1,1.5210513E-5
1001020,1,1.5210513E-5
1001022,1,1.5210513E-5
1001023,1,1.5210513E-5
1001024,1,1.5210513E-5
1001025,1,1.5210513E-5
1001029,1,1.5210513E-5
1001032,1,1.5210513E-5
1001043,1,1.5210513E-5
1001047,1,1.5210513E-5
1001051,1,1.5210513E-5
100106,1,1.5210513E-5
1001063,1,1.5210513E-5
1001072,1,1.5210513E-5
1001077,1,1.5210513E-5
1001082,1,1.5210513E-5
1001086,1,1.5210513E-5
1001088,1,1.5210513E-5
1001090,1,1.5210513E-5
1001095,1,1.5210513E-5
1001097,1,1.5210513E-5
1001102,1,1.5210513E-5
1001104,1,1.5210513E-5
1001108,1,1.5210513E-5
1001111,1,1.5210513E-5
1001116,1,1.5210513E-5
1001125,1,1.5210513E-5
1001137,1,1.5210513E-5
1001140,1,1.5210513E-5
1001144,1,1.5210513E-5
1001159,1,1.5210513E-5
1001162,1,1.5210513E-5
1001164,1,1.5210513E-5
1001165,1,1.5210513E-5
1001174,1,1.5210513E-5
1001188,1,1.5210513E-5
1001193,1,1.5210513E-5
1001195,1,1.5210513E-5
1001207,1,1.5210513E-5
1001208,1,1.5210513E-5
1001216,1,1.5210513E-5
1001225,1,1.5210513E-5
1001244,1,1.5210513E-5
100136,1,1.5210513E-5
100143,1,1.5210513E-5
100147,1,1.5210513E-5
10015,1,1.5210513E-5
10015464,1,1.5210513E-5
10016,1,1.5210513E-5
100163,1,1.5210513E-5
100164,1,1.5210513E-5
100173,1,1.5210513E-5
100174,1,1.5210513E-5
100182,1,1.5210513E-5
100192,1,1.5210513E-5
100194,1,1.5210513E-5
100195,1,1.5210513E-5
100199,1,1.5210513E-5
100209,1,1.5210513E-5
100211,1,1.5210513E-5
100218,1,1.5210513E-5
100220,1,1.5210513E-5
100226,1,1.5210513E-5
100236,1,1.5210513E-5
10024,1,1.5210513E-5
100251,1,1.5210513E-5
100254,1,1.5210513E-5
100266,1,1.5210513E-5
10027,1,1.5210513E-5
100270,1,1.5210513E-5
100271,1,1.5210513E-5
100278,1,1.5210513E-5
100283,1,1.5210513E-5
100284,1,1.5210513E-5
100300,1,1.5210513E-5
1003016,1,1.5210513E-5
1003020,1,1.5210513E-5
1003021,1,1.5210513E-5
1003024,1,1.5210513E-5
1003025,1,1.5210513E-5
1003034,1,1.5210513E-5
1003054,1,1.5210513E-5
1003068,1,1.5210513E-5
1003074,1,1.5210513E-5
1003077,1,1.5210513E-5
1003078,1,1.5210513E-5
1003079,1,1.5210513E-5
1003088,1,1.5210513E-5
10031,1,1.5210513E-5
1003104,1,1.5210513E-5
1003117,1,1.5210513E-5
100312,1,1.5210513E-5
1003170,1,1.5210513E-5
1003176,1,1.5210513E-5
1003179,1,1.5210513E-5
100319,1,1.5210513E-5
1003190,1,1.5210513E-5
10032,1,1.5210513E-5
1003203,1,1.5210513E-5
1003206,1,1.5210513E-5
100321,1,1.5210513E-5
1003219,1,1.5210513E-5
1003230,1,1.5210513E-5
100324,1,1.5210513E-5
1003244,1,1.5210513E-5
100326,1,1.5210513E-5
1003282,1,1.5210513E-5
1003294,1,1.5210513E-5
1003299,1,1.5210513E-5
10033,1,1.5210513E-5
10033.33333,1,1.5210513E-5
1003313,1,1.5210513E-5
100333,1,1.5210513E-5
1003359,1,1.5210513E-5
1003360,1,1.5210513E-5
1003396,1,1.5210513E-5
10034,1,1.5210513E-5
1003419,1,1.5210513E-5
1003421,1,1.5210513E-5
1003425,1,1.5210513E-5
1003436,1,1.5210513E-5
100345,1,1.5210513E-5
1003454,1,1.5210513E-5
1003458,1,1.5210513E-5
1003459,1,1.5210513E-5
100346,1,1.5210513E-5
1003517,1,1.5210513E-5
1003530,1,1.5210513E-5
1003532,1,1.5210513E-5
1003545,1,1.5210513E-5
1003577,1,1.5210513E-5
100359,1,1.5210513E-5
10036,1,1.5210513E-5
1003600,1,1.5210513E-5
1003604,1,1.5210513E-5
1003607,1,1.5210513E-5
1003625,1,1.5210513E-5
100363,1,1.5210513E-5
1003643,1,1.5210513E-5
1003653,1,1.5210513E-5
1003662,1,1.5210513E-5
10037,1,1.5210513E-5
1003700,1,1.5210513E-5
100371,1,1.5210513E-5
1003711,1,1.5210513E-5
1003720,1,1.5210513E-5
1003725,1,1.5210513E-5
1003737,1,1.5210513E-5
100376,1,1.5210513E-5
1003762,1,1.5210513E-5
100377,1,1.5210513E-5
1003774,1,1.5210513E-5
100379,1,1.5210513E-5
10038,1,1.5210513E-5
100381,1,1.5210513E-5
1003813,1,1.5210513E-5
1003825,1,1.5210513E-5
100383,1,1.5210513E-5
1003875,1,1.5210513E-5
1003876,1,1.5210513E-5
1003881,1,1.5210513E-5
1003887,1,1.5210513E-5
1003897,1,1.5210513E-5
100390,1,1.5210513E-5
1003918,1,1.5210513E-5
100392,1,1.5210513E-5
100395,1,1.5210513E-5
1003953,1,1.5210513E-5
1003958,1,1.5210513E-5
100396,1,1.5210513E-5
1003978,1,1.5210513E-5
1003982,1,1.5210513E-5
1003993,1,1.5210513E-5
1004008,1,1.5210513E-5
100401,1,1.5210513E-5
1004013,1,1.5210513E-5
1004017,1,1.5210513E-5
1004050,1,1.5210513E-5
1004052,1,1.5210513E-5
100406,1,1.5210513E-5
1004061,1,1.5210513E-5
100407,1,1.5210513E-5
1004072,1,1.5210513E-5
1004083,1,1.5210513E-5
1004097,1,1.5210513E-5
1004100,1,1.5210513E-5
1004110,1,1.5210513E-5
1004123,1,1.5210513E-5
1004127,1,1.5210513E-5
100413,1,1.5210513E-5
1004130,1,1.5210513E-5
1004139,1,1.5210513E-5
1004141,1,1.5210513E-5
1004145,1,1.5210513E-5
1004153,1,1.5210513E-5
1004154,1,1.5210513E-5
1004167,1,1.5210513E-5
1004174,1,1.5210513E-5
1004188,1,1.5210513E-5
1004191,1,1.5210513E-5
100421,1,1.5210513E-5
100422,1,1.5210513E-5
1004220,1,1.5210513E-5
1004236,1,1.5210513E-5
100434,1,1.5210513E-5
100437,1,1.5210513E-5
100448,1,1.5210513E-5
100452,1,1.5210513E-5
100470,1,1.5210513E-5
100472,1,1.5210513E-5
100483,1,1.5210513E-5
100484,1,1.5210513E-5
100491,1,1.5210513E-5
100496,1,1.5210513E-5
1005,1,1.5210513E-5
10050,1,1.5210513E-5
10052,1,1.5210513E-5
100523,1,1.5210513E-5
100526,1,1.5210513E-5
10053,1,1.5210513E-5
100545,1,1.5210513E-5
100546,1,1.5210513E-5
1005610,1,1.5210513E-5
100562,1,1.5210513E-5
100564,1,1.5210513E-5
100573,1,1.5210513E-5
100576,1,1.5210513E-5
100579,1,1.5210513E-5
10057I,1,1.5210513E-5
100589,1,1.5210513E-5
1006016,1,1.5210513E-5
100603,1,1.5210513E-5
1006093,1,1.5210513E-5
1006145,1,1.5210513E-5
1006149,1,1.5210513E-5
100617,1,1.5210513E-5
100618,1,1.5210513E-5
1006193,1,1.5210513E-5
1006226,1,1.5210513E-5
100626,1,1.5210513E-5
1006264,1,1.5210513E-5
1006266,1,1.5210513E-5
1006292,1,1.5210513E-5
100632,1,1.5210513E-5
1006327,1,1.5210513E-5
100638,1,1.5210513E-5
100641,1,1.5210513E-5
1006480,1,1.5210513E-5
1006490,1,1.5210513E-5
1006495,1,1.5210513E-5
1006556,1,1.5210513E-5
100657,1,1.5210513E-5
100660,1,1.5210513E-5
1006662,1,1.5210513E-5
100667,1,1.5210513E-5
100670,1,1.5210513E-5
1006761,1,1.5210513E-5
100677,1,1.5210513E-5
1006856,1,1.5210513E-5
100692,1,1.5210513E-5
1006920,1,1.5210513E-5
1006932,1,1.5210513E-5
100694,1,1.5210513E-5
1006950,1,1.5210513E-5
1006962,1,1.5210513E-5
1006975,1,1.5210513E-5
100698,1,1.5210513E-5
1006995,1,1.5210513E-5
1006996,1,1.5210513E-5
1007041,1,1.5210513E-5
1007062,1,1.5210513E-5
1007104,1,1.5210513E-5
100713,1,1.5210513E-5
100714,1,1.5210513E-5
100716,1,1.5210513E-5
100718,1,1.5210513E-5
100725,1,1.5210513E-5
10073,1,1.5210513E-5
100731,1,1.5210513E-5
100738,1,1.5210513E-5
10074,1,1.5210513E-5
10075,1,1.5210513E-5
100759,1,1.5210513E-5
10076,1,1.5210513E-5
100760,1,1.5210513E-5
100766,1,1.5210513E-5
100767,1,1.5210513E-5
10077,1,1.5210513E-5
100771,1,1.5210513E-5
10078,1,1.5210513E-5
100787,1,1.5210513E-5
100793,1,1.5210513E-5
100795,1,1.5210513E-5
100796,1,1.5210513E-5
100799,1,1.5210513E-5
1008,1,1.5210513E-5
100800,1,1.5210513E-5
100802,1,1.5210513E-5
100808,1,1.5210513E-5
100819,1,1.5210513E-5
100820,1,1.5210513E-5
100822,1,1.5210513E-5
100824,1,1.5210513E-5
100830,1,1.5210513E-5
100838,1,1.5210513E-5
100848,1,1.5210513E-5
100850,1,1.5210513E-5
100865,1,1.5210513E-5
100871,1,1.5210513E-5
100874,1,1.5210513E-5
100875,1,1.5210513E-5
100884,1,1.5210513E-5
100891,1,1.5210513E-5
100898,1,1.5210513E-5
1009008,1,1.5210513E-5
1009012,1,1.5210513E-5
1009021,1,1.5210513E-5
1009031,1,1.5210513E-5
1009050,1,1.5210513E-5
1009056,1,1.5210513E-5
1009060,1,1.5210513E-5
1009061,1,1.5210513E-5
1009065,1,1.5210513E-5
1009066,1,1.5210513E-5
1009068,1,1.5210513E-5
1009073,1,1.5210513E-5
1009094,1,1.5210513E-5
1009096,1,1.5210513E-5
1009097,1,1.5210513E-5
100912,1,1.5210513E-5
1009121,1,1.5210513E-5
1009122,1,1.5210513E-5
1009141,1,1.5210513E-5
1009152,1,1.5210513E-5
1009153,1,1.5210513E-5
1009164,1,1.5210513E-5
1009175,1,1.5210513E-5
1009198,1,1.5210513E-5
10092,1,1.5210513E-5
1009204,1,1.5210513E-5
1009208,1,1.5210513E-5
1009210,1,1.5210513E-5
1009229,1,1.5210513E-5
1009249,1,1.5210513E-5
1009253,1,1.5210513E-5
1009257,1,1.5210513E-5
1009269,1,1.5210513E-5
1009270,1,1.5210513E-5
1009272,1,1.5210513E-5
100928,1,1.5210513E-5
10093,1,1.5210513E-5
1009302,1,1.5210513E-5
1009316,1,1.5210513E-5
1009321,1,1.5210513E-5
1009334,1,1.5210513E-5
100937,1,1.5210513E-5
1009375,1,1.5210513E-5
100938,1,1.5210513E-5
1009389,1,1.5210513E-5
100939,1,1.5210513E-5
1009401,1,1.5210513E-5
1009413,1,1.5210513E-5
1009418,1,1.5210513E-5
100942,1,1.5210513E-5
1009425,1,1.5210513E-5
1009430,1,1.5210513E-5
1009440,1,1.5210513E-5
1009447,1,1.5210513E-5
1009453,1,1.5210513E-5
1009458,1,1.5210513E-5
1009478,1,1.5210513E-5
1009481,1,1.5210513E-5
1009484,1,1.5210513E-5
1009490,1,1.5210513E-5
1009498,1,1.5210513E-5
1009500,1,1.5210513E-5
1009516,1,1.5210513E-5
1009531,1,1.5210513E-5
1009560,1,1.5210513E-5
1009565,1,1.5210513E-5
1009573,1,1.5210513E-5
1009574,1,1.5210513E-5
1009584,1,1.5210513E-5
1009587,1,1.5210513E-5
10096,1,1.5210513E-5
100960,1,1.5210513E-5
1009601,1,1.5210513E-5
1009607,1,1.5210513E-5
1009612,1,1.5210513E-5
1009632,1,1.5210513E-5
1009637,1,1.5210513E-5
100963O,1,1.5210513E-5
1009640,1,1.5210513E-5
1009644,1,1.5210513E-5
1009651,1,1.5210513E-5
1009673,1,1.5210513E-5
1009679,1,1.5210513E-5
100968,1,1.5210513E-5
1009699,1,1.5210513E-5
1009705,1,1.5210513E-5
100971,1,1.5210513E-5
1009732,1,1.5210513E-5
1009742,1,1.5210513E-5
1009752,1,1.5210513E-5
100977,1,1.5210513E-5
1009773,1,1.5210513E-5
1009775,1,1.5210513E-5
1009777,1,1.5210513E-5
100978,1,1.5210513E-5
1009792,1,1.5210513E-5
1009803,1,1.5210513E-5
1009806,1,1.5210513E-5
100982,1,1.5210513E-5
1009826,1,1.5210513E-5
1009831,1,1.5210513E-5
1009857,1,1.5210513E-5
1009876,1,1.5210513E-5
1009916,1,1.5210513E-5
1009919,1,1.5210513E-5
1009924,1,1.5210513E-5
100993,1,1.5210513E-5
1009932,1,1.5210513E-5
1009937,1,1.5210513E-5
100994,1,1.5210513E-5
100995,1,1.5210513E-5
1009963,1,1.5210513E-5
1009964,1,1.5210513E-5
1009976,1,1.5210513E-5
1009983,1,1.5210513E-5
1009988,1,1.5210513E-5
1009998,1,1.5210513E-5
101,1,1.5210513E-5
1010026,1,1.5210513E-5
1010032,1,1.5210513E-5
101004,1,1.5210513E-5
1010045,1,1.5210513E-5
1010056,1,1.5210513E-5
1010057,1,1.5210513E-5
101006,1,1.5210513E-5
1010064,1,1.5210513E-5
1010075,1,1.5210513E-5
101009,1,1.5210513E-5
1010091,1,1.5210513E-5
1010103,1,1.5210513E-5
1010112,1,1.5210513E-5
1010124,1,1.5210513E-5
101013,1,1.5210513E-5
1010135,1,1.5210513E-5
1010152,1,1.5210513E-5
1010153,1,1.5210513E-5
1010154,1,1.5210513E-5
1010164,1,1.5210513E-5
1010229,1,1.5210513E-5
1010231,1,1.5210513E-5
1010233,1,1.5210513E-5
1010236,1,1.5210513E-5
101025,1,1.5210513E-5
1010261,1,1.5210513E-5
1010275,1,1.5210513E-5
1010276,1,1.5210513E-5
1010278,1,1.5210513E-5
1010279,1,1.5210513E-5
101028,1,1.5210513E-5
1010286,1,1.5210513E-5
1010292,1,1.5210513E-5
1010297,1,1.5210513E-5
101041,1,1.5210513E-5
101050,1,1.5210513E-5
101052,1,1.5210513E-5
101054,1,1.5210513E-5
101060,1,1.5210513E-5
101063,1,1.5210513E-5
101066,1,1.5210513E-5
101072,1,1.5210513E-5
101075,1,1.5210513E-5
101076,1,1.5210513E-5
101078,1,1.5210513E-5
101081,1,1.5210513E-5
10109,1,1.5210513E-5
101092,1,1.5210513E-5
101096,1,1.5210513E-5
10110,1,1.5210513E-5
101102,1,1.5210513E-5
101103,1,1.5210513E-5
101109,1,1.5210513E-5
101110,1,1.5210513E-5
101112,1,1.5210513E-5
101116,1,1.5210513E-5
101125,1,1.5210513E-5
10112590,1,1.5210513E-5
101127,1,1.5210513E-5
101128,1,1.5210513E-5
10115,1,1.5210513E-5
101175,1,1.5210513E-5
101176,1,1.5210513E-5
101181,1,1.5210513E-5
101182,1,1.5210513E-5
101189,1,1.5210513E-5
1012,1,1.5210513E-5
10120,1,1.5210513E-5
1012002,1,1.5210513E-5
101201,1,1.5210513E-5
1012033,1,1.5210513E-5
1012118,1,1.5210513E-5
1012127,1,1.5210513E-5
1012142,1,1.5210513E-5
1012147,1,1.5210513E-5
1012167,1,1.5210513E-5
101218,1,1.5210513E-5
1012208,1,1.5210513E-5
10123,1,1.5210513E-5
101230,1,1.5210513E-5
1012362,1,1.5210513E-5
101238,1,1.5210513E-5
1012388,1,1.5210513E-5
10124,1,1.5210513E-5
1012418,1,1.5210513E-5
101242,1,1.5210513E-5
1012445,1,1.5210513E-5
1012455,1,1.5210513E-5
101246,1,1.5210513E-5
101251,1,1.5210513E-5
101252,1,1.5210513E-5
1012522,1,1.5210513E-5
1012541,1,1.5210513E-5
1012564,1,1.5210513E-5
1012622,1,1.5210513E-5
1012625,1,1.5210513E-5
1012669,1,1.5210513E-5
101267,1,1.5210513E-5
1012678,1,1.5210513E-5
101268,1,1.5210513E-5
101271,1,1.5210513E-5
1012727,1,1.5210513E-5
101277,1,1.5210513E-5
1012771,1,1.5210513E-5
101278,1,1.5210513E-5
1012795,1,1.5210513E-5
101281,1,1.5210513E-5
1012881,1,1.5210513E-5
101291,1,1.5210513E-5
101292,1,1.5210513E-5
1012961,1,1.5210513E-5
101300,1,1.5210513E-5
1013039,1,1.5210513E-5
101306,1,1.5210513E-5
101307,1,1.5210513E-5
101311,1,1.5210513E-5
1013114,1,1.5210513E-5
101315,1,1.5210513E-5
101317,1,1.5210513E-5
1013189,1,1.5210513E-5
101320,1,1.5210513E-5
1013419,1,1.5210513E-5
1013437,1,1.5210513E-5
101345,1,1.5210513E-5
1013457,1,1.5210513E-5
1013484,1,1.5210513E-5
101349,1,1.5210513E-5
10135,1,1.5210513E-5
101351,1,1.5210513E-5
101353,1,1.5210513E-5
1013559,1,1.5210513E-5
101357,1,1.5210513E-5
1013584,1,1.5210513E-5
101366,1,1.5210513E-5
101368,1,1.5210513E-5
101379,1,1.5210513E-5
10138,1,1.5210513E-5
101381,1,1.5210513E-5
1014,1,1.5210513E-5
101411,1,1.5210513E-5
101417,1,1.5210513E-5
101425,1,1.5210513E-5
101426,1,1.5210513E-5
10143,1,1.5210513E-5
101440,1,1.5210513E-5
101451,1,1.5210513E-5
101460,1,1.5210513E-5
101464,1,1.5210513E-5
101473,1,1.5210513E-5
101475,1,1.5210513E-5
10148,1,1.5210513E-5
101484,1,1.5210513E-5
101492,1,1.5210513E-5
101497,1,1.5210513E-5
101498,1,1.5210513E-5
101501,1,1.5210513E-5
1015013,1,1.5210513E-5
101503,1,1.5210513E-5
1015030,1,1.5210513E-5
1015040,1,1.5210513E-5
1015066,1,1.5210513E-5
101508,1,1.5210513E-5
1015102,1,1.5210513E-5
101512,1,1.5210513E-5
1015127,1,1.5210513E-5
101513,1,1.5210513E-5
1015150,1,1.5210513E-5
1015158,1,1.5210513E-5
1015196,1,1.5210513E-5
1015209,1,1.5210513E-5
101521,1,1.5210513E-5
1015213,1,1.5210513E-5
1015243,1,1.5210513E-5
1015246,1,1.5210513E-5
1015249,1,1.5210513E-5
101525,1,1.5210513E-5
1015254,1,1.5210513E-5
1015258,1,1.5210513E-5
1015259,1,1.5210513E-5
1015264,1,1.5210513E-5
1015278,1,1.5210513E-5
101528,1,1.5210513E-5
1015305,1,1.5210513E-5
1015312,1,1.5210513E-5
1015357,1,1.5210513E-5
1015359,1,1.5210513E-5
1015402,1,1.5210513E-5
1015417,1,1.5210513E-5
1015419,1,1.5210513E-5
1015432,1,1.5210513E-5
1015442,1,1.5210513E-5
1015448,1,1.5210513E-5
1015449,1,1.5210513E-5
101545,1,1.5210513E-5
1015463,1,1.5210513E-5
1015469,1,1.5210513E-5
1015476,1,1.5210513E-5
1015478,1,1.5210513E-5
1015482,1,1.5210513E-5
1015520,1,1.5210513E-5
1015529,1,1.5210513E-5
1015542,1,1.5210513E-5
1015549,1,1.5210513E-5
1015572,1,1.5210513E-5
1015578,1,1.5210513E-5
1015579,1,1.5210513E-5
1015581,1,1.5210513E-5
1015582,1,1.5210513E-5
1015585,1,1.5210513E-5
1015587,1,1.5210513E-5
101559,1,1.5210513E-5
1015597,1,1.5210513E-5
10156,1,1.5210513E-5
1015617,1,1.5210513E-5
1015625,1,1.5210513E-5
1015637,1,1.5210513E-5
1015642,1,1.5210513E-5
1015651,1,1.5210513E-5
1015655,1,1.5210513E-5
101566,1,1.5210513E-5
1015663,1,1.5210513E-5
1015670,1,1.5210513E-5
1015675,1,1.5210513E-5
1015677,1,1.5210513E-5
1015684,1,1.5210513E-5
10157,1,1.5210513E-5
101570,1,1.5210513E-5
1015705,1,1.5210513E-5
1015723,1,1.5210513E-5
1015738,1,1.5210513E-5
101574,1,1.5210513E-5
1015743,1,1.5210513E-5
101575,1,1.5210513E-5
1015751,1,1.5210513E-5
1015753,1,1.5210513E-5
1015763,1,1.5210513E-5
1015768,1,1.5210513E-5
1015777,1,1.5210513E-5
101579,1,1.5210513E-5
101581,1,1.5210513E-5
1015813,1,1.5210513E-5
1015814,1,1.5210513E-5
101582,1,1.5210513E-5
1015822,1,1.5210513E-5
1015834,1,1.5210513E-5
1015846,1,1.5210513E-5
1015847,1,1.5210513E-5
1015859,1,1.5210513E-5
1015903,1,1.5210513E-5
1015919,1,1.5210513E-5
1015932,1,1.5210513E-5
1015935,1,1.5210513E-5
1015939,1,1.5210513E-5
1015944,1,1.5210513E-5
1015948,1,1.5210513E-5
1015951,1,1.5210513E-5
1015971,1,1.5210513E-5
1015977,1,1.5210513E-5
1015978,1,1.5210513E-5
1015985,1,1.5210513E-5
1016,1,1.5210513E-5
10160,1,1.5210513E-5
1016000,1,1.5210513E-5
1016009,1,1.5210513E-5
1016010,1,1.5210513E-5
101607,1,1.5210513E-5
101611,1,1.5210513E-5
101613,1,1.5210513E-5
101615,1,1.5210513E-5
101616,1,1.5210513E-5
101618,1,1.5210513E-5
101619,1,1.5210513E-5
101630,1,1.5210513E-5
101644,1,1.5210513E-5
101654,1,1.5210513E-5
101664,1,1.5210513E-5
101665,1,1.5210513E-5
101678,1,1.5210513E-5
101680,1,1.5210513E-5
10169,1,1.5210513E-5
101693,1,1.5210513E-5
1017,1,1.5210513E-5
101701,1,1.5210513E-5
101715,1,1.5210513E-5
101717,1,1.5210513E-5
101720,1,1.5210513E-5
101721,1,1.5210513E-5
101722,1,1.5210513E-5
101742,1,1.5210513E-5
101744,1,1.5210513E-5
101752,1,1.5210513E-5
101757,1,1.5210513E-5
10177,1,1.5210513E-5
10179,1,1.5210513E-5
1018010,1,1.5210513E-5
1018017,1,1.5210513E-5
1018028,1,1.5210513E-5
1018038,1,1.5210513E-5
1018061,1,1.5210513E-5
